Sample Index,Raw Value
0,140247
1,137977
2,135614
3,129344
4,125121
5,121607
6,119562
7,117110
8,116380
9,114101
10,113431
11,111940
12,108841
13,105043
14,101441
15,98629
16,97431
17,95628
18,93119
19,90806
20,89812
21,88055
22,88255
23,86529
24,85458
25,82870
26,82777
27,81394
28,78566
29,79306
30,76829
31,84969
32,93271
33,96000
34,92513
35,90061
36,87902
37,87353
38,87132
39,87067
40,85978
41,85798
42,89235
43,92977
44,99109
45,103591
46,108537
47,113550
48,117415
49,122781
50,125080
51,123010
52,119119
53,112515
54,106462
55,101234
56,97160
57,96467
58,98962
59,98524
60,96464
61,95664
62,91494
63,87658
64,86820
65,85127
66,85790
67,84947
68,82087
69,79264
70,76431
71,74207
72,73152
73,72821
74,73181
75,74595
76,74230
77,74332
78,72285
79,71395
80,71837
81,72321
82,72741
83,74241
84,74540
85,74321
86,74189
87,75313
88,75023
89,77610
90,78087
91,80412
92,80187
93,80957
94,88456
95,94462
96,99713
97,105361
98,112044
99,118825
100,121445
101,122067
102,120395
103,119111
104,115789
105,112889
106,108892
107,105776
108,104591
109,101585
110,99900
111,97199
112,96930
113,97752
114,98175
115,96636
116,96807
117,93773
118,91199
119,88790
120,84111
121,81434
122,77620
123,77002
124,74745
125,75034
126,77407
127,77925
128,77889
129,77221
130,78293
131,77670
132,77559
133,78701
134,81574
135,85451
136,91806
137,105261
138,113222
139,108851
140,106209
141,104582
142,101751
143,98787
144,98418
145,100390
146,104267
147,107627
148,113496
149,117610
150,120652
151,122105
152,123805
153,122057
154,119264
155,116989
156,111024
157,105133
158,100658
159,96353
160,92902
161,89567
162,87011
163,85131
164,83740
165,82116
166,81090
167,82310
168,82906
169,84861
170,82691
171,81114
172,83803
173,81425
174,81580
175,83476
176,86467
177,86796
178,89140
179,89746
180,88471
181,88546
182,90458
183,89948
184,90141
185,90422
186,91985
187,92935
188,94710
189,94590
190,96794
191,101483
192,104108
193,99263
194,95760
195,92813
196,91348
197,94807
198,98703
199,102627
200,106895
201,111506
202,118377
203,125228
204,128339
205,129296
206,125257
207,121190
208,117082
209,113579
210,109355
211,103195
212,100234
213,96386
214,95524
215,96122
216,97236
217,100329
218,95616
219,93455
220,91070
221,88481
222,87443
223,87917
224,88993
225,89261
226,88465
227,88144
228,85710
229,84406
230,83742
231,85170
232,86516
233,88094
234,89394
235,89573
236,87652
237,88842
238,90706
239,91872
240,93829
241,93990
242,93577
243,91107
244,88265
245,85157
246,83193
247,86277
248,89300
249,94439
250,98843
251,101317
252,105019
253,109562
254,113414
255,111588
256,108917
257,106188
258,103894
259,98748
260,94734
261,89996
262,85867
263,81933
264,81016
265,80150
266,77809
267,74661
268,75661
269,76617
270,75138
271,74933
272,74846
273,73352
274,71446
275,71025
276,70432
277,70871
278,70007
279,69849
280,66777
281,68200
282,66000
283,63484
284,63826
285,62634
286,62628
287,63396
288,63772
289,63597
290,63006
291,62716
292,62680
293,62294
294,64662
295,72409
296,80213
297,80978
298,83401
299,87903
300,95325
301,101519
302,107972
303,111042
304,116117
305,118755
306,119612
307,118624
308,116880
309,115143
310,112874
311,109428
312,108371
313,107453
314,107745
315,105604
316,103021
317,102048
318,100246
319,97375
320,94470
321,93150
322,91323
323,88098
324,86298
325,84519
326,84062
327,84477
328,82817
329,83943
330,83900
331,84243
332,83947
333,82913
334,82924
335,84249
336,85014
337,84088
338,84972
339,83740
340,84298
341,84883
342,85624
343,88257
344,89589
345,89728
346,87773
347,86782
348,87950
349,92069
350,96652
351,103174
352,110024
353,114627
354,119344
355,122031
356,125511
357,126295
358,123954
359,121315
360,118557
361,113896
362,110240
363,109231
364,106737
365,105101
366,104784
367,101740
368,100791
369,100858
370,107347
371,113310
372,108997
373,107121
374,110053
375,110384
376,104706
377,100848
378,97912
379,95727
380,90961
381,87804
382,86576
383,85454
384,83195
385,80333
386,80819
387,81431
388,82056
389,82000
390,83795
391,83309
392,84540
393,85084
394,87587
395,86114
396,83730
397,84090
398,84369
399,86370
400,89044
401,93438
402,100981
403,106273
404,110367
405,114972
406,120637
407,126937
408,129390
409,130445
410,128340
411,124283
412,120441
413,115330
414,111546
415,110133
416,107479
417,105636
418,104219
419,101677
420,100753
421,95907
422,100093
423,99189
424,98209
425,97170
426,96415
427,95733
428,95946
429,97104
430,98529
431,99876
432,100388
433,98804
434,98126
435,97882
436,98350
437,99234
438,98933
439,97776
440,94006
441,90942
442,89313
443,85233
444,84821
445,83380
446,81422
447,81127
448,80919
449,83211
450,86476
451,90156
452,98243
453,111738
454,124699
455,126549
456,127605
457,129039
458,130827
459,129507
460,128094
461,123415
462,119803
463,117064
464,110841
465,105297
466,100861
467,96835
468,95908
469,94447
470,92720
471,90880
472,88977
473,89516
474,87442
475,84923
476,84908
477,85031
478,87106
479,88427
480,89087
481,88084
482,89737
483,91729
484,92494
485,92868
486,93927
487,94750
488,94296
489,92257
490,89253
491,88466
492,87689
493,85503
494,85544
495,83017
496,80202
497,78811
498,75498
499,74081
500,74154
501,74115
502,75485
503,78880
504,82216
505,91242
506,105047
507,112540
508,113633
509,112954
510,113234
511,110444
512,107403
513,103541
514,100400
515,96381
516,94620
517,94418
518,94985
519,90404
520,85873
521,81151
522,76026
523,73440
524,70690
525,67730
526,65081
527,62837
528,63942
529,66103
530,69515
531,73798
532,80446
533,86972
534,85821
535,83876
536,81915
537,81856
538,79767
539,81063
540,81033
541,80669
542,78856
543,78718
544,76085
545,76375
546,76882
547,80103
548,81136
549,79120
550,80238
551,82319
552,84822
553,87232
554,90668
555,95209
556,100588
557,105167
558,109661
559,114142
560,119732
561,124791
562,126604
563,127409
564,124715
565,121986
566,118412
567,111931
568,104991
569,96442
570,92997
571,90804
572,91405
573,92040
574,93076
575,91369
576,89891
577,89695
578,87619
579,85605
580,80618
581,79852
582,78581
583,78782
584,78936
585,78641
586,79643
587,78662
588,77173
589,77148
590,76879
591,76856
592,75100
593,73607
594,73917
595,75245
596,75952
597,77401
598,78487
599,77614
600,78090
601,80066
602,82340
603,82457
604,85004
605,87604
606,95813
607,102522
608,108531
609,113284
610,122085
611,132208
612,141367
613,141300
614,138502
615,133795
616,128392
617,123856
618,116390
619,109731
620,103064
621,98368
622,95832
623,94692
624,95745
625,95325
626,96254
627,93946
628,91672
629,91949
630,91218
631,92444
632,89747
633,88314
634,86858
635,86704
636,87020
637,88638
638,89573
639,86115
640,82785
641,81622
642,79113
643,76413
644,73341
645,72008
646,71084
647,67698
648,68286
649,66360
650,67051
651,68508
652,69328
653,69025
654,70263
655,73999
656,78194
657,82692
658,88049
659,93967
660,98312
661,103453
662,105481
663,113493
664,121239
665,124075
666,120396
667,111696
668,105167
669,98698
670,91164
671,86370
672,82809
673,79741
674,77461
675,76358
676,72124
677,67362
678,68883
679,68442
680,66753
681,67349
682,69938
683,72553
684,75851
685,76969
686,79100
687,83275
688,86578
689,91550
690,98995
691,105616
692,103802
693,102002
694,98774
695,93508
696,90508
697,90227
698,88197
699,87201
700,85826
701,86442
702,84927
703,82187
704,78851
705,76388
706,75205
707,74766
708,76209
709,78552
710,82670
711,89157
712,93300
713,97608
714,102470
715,106679
716,109319
717,107956
718,106001
719,100534
