Sample Index,Raw Value
0,100328
1,102542
2,105422
3,107690
4,106747
5,107433
6,111006
7,115054
8,123684
9,132055
10,139734
11,146224
12,149795
13,151484
14,154951
15,155855
16,152759
17,145941
18,140826
19,136513
20,131798
21,129466
22,127258
23,125636
24,123999
25,126936
26,133682
27,130180
28,122515
29,114881
30,109699
31,105676
32,105060
33,102640
34,98498
35,97310
36,99583
37,103672
38,105854
39,107029
40,108890
41,108448
42,106435
43,106321
44,104833
45,104855
46,105176
47,103878
48,105168
49,106055
50,107426
51,109359
52,109149
53,108305
54,108339
55,108304
56,110599
57,112550
58,116399
59,122165
60,128435
61,133153
62,138251
63,140143
64,143702
65,145902
66,147949
67,147488
68,141640
69,137633
70,130484
71,124069
72,119138
73,112678
74,109602
75,108371
76,105668
77,108050
78,114888
79,117120
80,113460
81,109648
82,106100
83,102299
84,99681
85,99162
86,99436
87,100846
88,98445
89,97441
90,99481
91,99068
92,99900
93,100545
94,100371
95,101154
96,99857
97,99663
98,103224
99,105771
100,107405
101,110706
102,113653
103,115980
104,121891
105,128145
106,127833
107,122769
108,121658
109,126363
110,129127
111,132802
112,136225
113,140071
114,143428
115,146967
116,149335
117,151591
118,147611
119,144690
120,141236
121,134522
122,127232
123,122975
124,119476
125,114767
126,111451
127,109487
128,107885
129,107585
130,108491
131,104138
132,101523
133,100943
134,100804
135,101941
136,104311
137,105380
138,110103
139,108830
140,105905
141,104240
142,102421
143,103125
144,101918
145,101869
146,100671
147,100591
148,99020
149,97491
150,97343
151,99120
152,101652
153,105134
154,106655
155,108718
156,109929
157,109563
158,108829
159,109084
160,111329
161,115456
162,120905
163,125957
164,130105
165,133026
166,136344
167,138344
168,136566
169,132801
170,129295
171,121679
172,118143
173,113955
174,109284
175,105158
176,103616
177,99999
178,96639
179,95520
180,94964
181,93777
182,95532
183,99075
184,104418
185,103831
186,102052
187,101935
188,100545
189,99736
190,99019
191,99267
192,96769
193,94674
194,93637
195,91061
196,87405
197,85804
198,85171
199,84253
200,84567
201,84155
202,84457
203,83301
204,82720
205,82826
206,83029
207,86192
208,87302
209,88226
210,89662
211,92611
212,97655
213,103659
214,110179
215,117298
216,122750
217,125027
218,126903
219,129213
220,132028
221,130925
222,126760
223,125702
224,122756
225,120576
226,117073
227,115315
228,113579
229,111239
230,110330
231,107902
232,105982
233,104251
234,105176
235,105631
236,108131
237,112725
238,112361
239,113359
240,112145
241,108462
242,105343
243,103825
244,102846
245,103030
246,103740
247,103232
248,103141
249,100394
250,100252
251,99501
252,99088
253,98433
254,98595
255,97429
256,97430
257,97621
258,94901
259,92041
260,90174
261,91712
262,98501
263,109304
264,115140
265,120487
266,124728
267,132253
268,143666
269,149211
270,145979
271,140342
272,131038
273,123484
274,118786
275,114238
276,108010
277,102119
278,94864
279,92283
280,89147
281,87989
282,85487
283,85293
284,86937
285,87950
286,87381
287,86904
288,88647
289,90244
290,91233
291,89888
292,90450
293,88438
294,90094
295,90468
296,89933
297,88139
298,87555
299,88341
300,88286
301,89127
302,90931
303,90381
304,89804
305,89998
306,92440
307,95473
308,96592
309,98214
310,101101
311,102633
312,100661
313,103741
314,105972
315,110343
316,114184
317,119560
318,121791
319,124606
320,127045
321,131237
322,131982
323,128280
324,123881
325,120876
326,118730
327,114982
328,110739
329,104086
330,99771
331,96927
332,94674
333,91907
334,89382
335,88544
336,88734
337,85944
338,85846
339,87219
340,88963
341,96404
342,104379
343,103911
344,99079
345,96684
346,97217
347,97328
348,96991
349,98068
350,99123
351,101273
352,102749
353,103982
354,102614
355,103699
356,105731
357,105509
358,104879
359,105535
