Sample Index,Raw Value
0,135629
1,138427
2,141074
3,142785
4,143050
5,139283
6,135752
7,131254
8,129266
9,127792
10,124080
11,122281
12,120082
13,118212
14,114418
15,113917
16,114540
17,114086
18,107584
19,104764
20,101696
21,100681
22,99648
23,97523
24,98136
25,97203
26,94123
27,92160
28,91492
29,89637
30,88506
31,87238
32,88392
33,88503
34,87621
35,88116
36,89917
37,93815
38,94979
39,95473
40,99478
41,97848
42,97538
43,98291
44,99109
45,99844
46,101584
47,103279
48,105539
49,107158
50,109751
51,113172
52,116236
53,121000
54,125451
55,129021
56,126800
57,125089
58,122113
59,119602
60,116207
61,112724
62,111283
63,111314
64,108560
65,108241
66,108850
67,109754
68,112694
69,119822
70,122431
71,116146
72,120317
73,121417
74,121168
75,131414
76,128879
77,122643
78,118876
79,126606
80,126926
81,121694
82,122509
83,116313
84,114589
85,120755
86,116781
87,107629
88,102691
89,98393
90,96486
91,96407
92,97783
93,98988
94,103340
95,113639
96,121473
97,119603
98,120482
99,123905
100,127980
101,130552
102,131643
103,134908
104,136911
105,137478
106,135376
107,133594
108,133493
109,131024
110,125974
111,122649
112,118211
113,115126
114,114110
115,113201
116,110546
117,109482
118,106362
119,104590
120,103558
121,101925
122,100285
123,99237
124,99194
125,98996
126,96875
127,96273
128,97249
129,96623
130,96883
131,97933
132,98945
133,97232
134,99167
135,99516
136,100886
137,102589
138,102455
139,102760
140,102579
141,102976
142,104029
143,104952
144,104094
145,103917
146,103824
147,101763
148,91648
149,80956
150,79712
151,77216
152,77285
153,77983
154,77103
155,77090
156,74607
157,76812
158,76304
159,73790
160,67739
161,61926
162,57299
163,54969
164,48011
165,43546
166,47239
167,44495
168,40237
169,39459
170,37011
171,37775
172,37541
173,40949
174,49885
175,59463
176,57762
177,54203
178,50723
179,49107
180,48402
181,46983
182,45414
183,45505
184,51158
185,50861
186,49473
187,50538
188,50208
189,48611
190,48629
191,47021
192,45646
193,45871
194,45994
195,46547
196,43551
197,41920
198,43564
199,43036
200,46636
201,52186
202,58243
203,65755
204,65741
205,67375
206,69836
207,71436
208,73312
209,73736
210,71774
211,68926
212,66968
213,62358
214,57279
215,57817
216,56420
217,54615
218,53969
219,50125
220,48669
221,61555
222,74081
223,82920
224,91205
225,96935
226,98476
227,102008
228,103921
229,106437
230,108351
231,109825
232,110956
233,110558
234,109109
235,108425
236,109275
237,111731
238,112231
