Sample Index,Raw Value
0,128802
1,127952
2,126652
3,126983
4,126775
5,126808
6,127172
7,126999
8,126367
9,123742
10,121844
11,122004
12,119575
13,115332
14,112953
15,111790
16,112876
17,112562
18,112807
19,112557
20,113610
21,112844
22,110373
23,110425
24,108748
25,109152
26,110327
27,111156
28,110596
29,109720
30,110793
31,111014
32,109588
33,111589
34,115395
35,117423
36,119178
37,123741
38,128104
39,133809
40,138731
41,140786
42,140715
43,135818
44,132767
45,130463
46,129587
47,128257
48,125390
49,124515
50,122666
51,121565
52,118118
53,115686
54,113337
55,110938
56,111252
57,109951
58,107753
59,104141
60,103728
61,103790
62,106105
63,116472
64,122410
65,120275
66,112889
67,107290
68,102315
69,101646
70,99357
71,97992
72,94682
73,91677
74,93879
75,93906
76,92372
77,90492
78,89575
79,87443
80,88316
81,91673
82,91095
83,91843
84,95937
85,103661
86,111421
87,116504
88,121417
89,127720
90,131161
91,134809
92,138040
93,136701
94,135581
95,131259
96,130672
97,125821
98,122456
99,121012
100,116659
101,116251
102,114898
103,114836
104,114783
105,113220
106,110774
107,107643
108,103273
109,100201
110,95268
111,91915
112,90285
113,91808
114,91676
115,90707
116,91064
117,93392
118,95173
119,94384
120,92815
121,93139
122,93785
123,93334
124,93157
125,94510
126,96091
127,95966
128,98920
129,99441
130,98825
131,92555
132,89558
133,88225
134,88117
135,89614
136,91622
137,92895
138,95784
139,99985
140,103534
141,109101
142,115603
143,126665
144,136452
145,132390
146,126826
147,121237
148,117282
149,113509
150,110193
151,104555
152,100403
153,97281
154,95204
155,90929
156,90057
157,89625
158,89519
159,89111
160,85338
161,84094
162,83720
163,81122
164,78927
165,76237
166,77148
167,76527
168,77246
169,77671
170,79942
171,81532
172,82564
173,82099
174,83253
175,84899
176,86491
177,85603
178,84809
179,84330
180,83428
181,83744
182,82497
183,82587
184,81890
185,81023
186,84791
187,91092
188,96096
189,101791
190,107297
191,111482
192,114424
193,118618
194,120196
195,120771
196,125658
197,127102
198,121644
199,113404
200,107842
201,100974
202,96164
203,93987
204,92305
205,89745
206,91014
207,91235
208,89685
209,88153
210,86273
211,85330
212,85262
213,84914
214,84898
215,86216
216,86914
217,84558
218,82841
219,82336
220,82288
221,84773
222,90782
223,101234
224,102370
225,102950
226,101129
227,100353
228,99939
229,100947
230,99679
231,100137
232,100930
233,98185
234,96389
235,96697
236,98991
237,102821
238,106054
239,108936
240,112979
241,117520
242,118578
243,121351
244,123282
245,124640
246,124830
247,122871
248,119616
249,115832
250,111361
251,106481
252,101889
253,100940
254,95897
255,92044
256,90814
257,89106
258,86773
259,85782
260,84940
261,83993
262,83493
263,81240
264,81762
265,81703
266,80452
267,79428
268,80070
269,79047
270,80450
271,82214
272,81592
273,80564
274,80532
275,80189
276,80912
277,82486
278,87012
279,84525
280,84121
281,83635
282,84098
283,85418
284,84901
285,87659
286,89153
287,91669
288,94929
289,97228
290,101515
291,107312
292,110760
293,111355
294,116280
295,119369
296,120134
297,119959
298,117393
299,113349
300,111418
301,112775
302,113602
303,110835
304,110004
305,108506
306,107337
307,103794
308,103456
309,103090
310,103227
311,101709
312,102643
313,99916
314,98281
315,95253
316,93278
317,92929
318,91253
319,90152
320,89560
321,90740
322,91337
323,90523
324,91304
325,89875
326,89255
327,88719
328,88308
329,86204
330,84776
331,84796
332,85176
333,83536
334,82585
335,81792
336,80787
337,80046
338,79896
339,82129
340,87116
341,92052
342,97575
343,103348
344,109700
345,115307
346,120577
347,121585
348,120482
349,118462
350,115154
351,112314
352,108714
353,104859
354,101686
355,100088
356,96911
357,95743
358,95914
359,94784
360,93813
361,91347
362,92256
363,91628
364,89839
365,90911
366,90723
367,87108
368,83321
369,82938
370,83713
371,84844
372,84087
373,84783
374,84131
375,79354
376,77983
377,78434
378,77850
379,80016
380,88389
381,97964
382,95631
383,91720
384,89142
385,86421
386,83886
387,83764
388,85217
389,86075
390,87413
391,91524
392,95186
393,99320
394,103474
395,110672
396,120617
397,127537
398,126774
399,122112
400,116359
401,110905
402,105791
403,100874
404,96472
405,95406
406,92418
407,89146
408,88610
409,85220
410,82832
411,79223
412,78090
413,78805
414,82177
415,85144
416,85302
417,82717
418,79366
419,77429
420,77882
421,78447
422,80818
423,80902
424,77994
425,77928
426,78764
427,78828
428,77940
429,77555
430,78143
431,80853
432,81513
433,80604
434,80053
435,79390
436,79809
437,79128
438,78643
439,78603
440,78695
441,80020
442,82810
443,87350
444,92806
445,97099
446,101914
447,107235
448,111771
449,115943
450,117180
451,113990
452,110407
453,106542
454,101952
455,96682
456,93684
457,90657
458,90902
459,95430
460,99123
461,98428
462,97148
463,94076
464,92150
465,88421
466,88039
467,86105
468,87926
469,86958
470,87299
471,87028
472,86905
473,89871
474,88204
475,87538
476,86709
477,86681
478,87568
479,87710
480,88331
481,89148
482,89150
483,88336
484,88471
485,87449
486,85182
487,85069
488,84058
489,82658
490,82278
491,82085
492,81585
493,84254
494,87569
495,90387
496,93915
497,96507
498,101282
499,105319
500,107349
501,109509
502,107590
503,105462
504,103721
505,99775
506,97222
507,93683
508,91516
509,88820
510,86853
511,86858
512,84613
513,82616
514,81528
515,79840
516,79198
517,74481
518,70081
519,70135
520,69628
521,70448
522,71449
523,72677
524,77372
525,76122
526,70496
527,66626
528,62480
529,63620
530,64481
531,67119
532,68745
533,70116
534,70370
535,72275
536,74002
537,78979
538,86652
539,92846
540,89824
541,89096
542,89184
543,89134
544,88202
545,87934
546,90498
547,92258
548,95696
549,97987
550,100331
551,101806
552,103765
553,102933
554,101474
555,98325
556,96211
557,91360
558,85113
559,80964
560,77044
561,75446
562,76247
563,75728
564,74047
565,74643
566,74586
567,75390
568,75936
569,76317
570,75547
571,73809
572,74846
573,76317
574,78575
575,78941
576,79562
577,76030
578,73187
579,73304
580,73255
581,72425
582,71192
583,71242
584,72219
585,71238
586,68587
587,68573
588,69780
589,69260
590,67987
591,68397
592,69370
593,69796
594,71698
595,73607
596,76480
597,80590
598,85111
599,89537
600,91772
601,96585
602,100231
603,105941
604,110737
605,113040
606,112755
607,110155
608,106747
609,102788
610,99423
611,95320
612,93063
613,91662
614,88375
615,85038
616,86517
617,94730
618,100302
619,96758
620,93444
621,89725
622,86428
623,86739
624,85838
625,82338
626,82142
627,83574
628,84020
629,85424
630,85127
631,84866
632,83836
633,85244
634,85233
635,83434
636,82974
637,83447
638,83987
639,84947
640,86998
641,88793
642,90890
643,91930
644,89903
645,88845
646,90664
647,92635
648,96083
649,98083
650,98637
651,100959
652,104355
653,105501
654,107049
655,108447
656,105873
657,101929
658,96333
659,93895
660,90432
661,89629
662,88961
663,86249
664,82888
665,82561
666,81229
667,79712
668,79247
669,83535
670,94128
671,94257
672,90310
673,82609
674,78935
675,75518
676,76849
677,76922
678,75298
679,75226
680,75473
681,77918
682,79151
683,79819
684,80816
685,80738
686,81473
687,81794
688,81003
689,80166
690,79957
691,79976
692,78621
693,79440
694,79833
695,82930
696,88296
697,96740
698,102244
699,105514
700,109982
701,114208
702,117498
703,119643
704,122647
705,124545
706,126673
707,122793
708,118961
709,115914
710,110677
711,106666
712,104751
713,101138
714,97873
715,95178
716,94664
717,91573
718,88590
719,87055
720,82889
721,79583
722,78116
723,76108
724,75584
725,74354
726,74304
727,74320
728,73302
729,72501
730,72041
731,70763
732,70423
733,70242
734,71523
735,76908
736,77748
737,78183
738,76080
739,74217
740,74254
741,76693
742,78424
743,79073
744,80073
745,79697
746,80557
747,80791
748,81248
749,84521
750,85861
751,88547
752,91443
753,95621
754,99974
755,103730
756,108156
757,111567
758,109531
759,110159
760,108241
761,106590
762,104799
763,100786
764,99464
765,98313
766,98503
767,94776
768,91858
769,90759
770,91352
771,91413
772,92836
773,93840
774,96210
775,102811
776,114031
777,116071
778,111026
779,107739
780,103969
781,102008
782,99525
783,97757
784,95389
785,93764
786,94153
787,94646
788,96551
789,97621
790,101647
791,95529
792,92148
793,89641
794,89085
795,88749
796,89706
797,87104
798,86006
799,87331
800,89652
801,95850
802,102543
803,107612
804,113961
805,115843
806,116690
807,119019
808,117951
809,116953
810,116149
811,114814
812,111798
813,109415
814,104958
815,101212
816,100488
817,101465
818,100341
819,101027
820,102638
821,103415
822,103880
823,102693
824,99826
825,99827
826,100120
827,98229
828,98584
829,98018
830,98650
831,102313
832,102882
833,99295
834,94526
835,88434
836,85375
837,84466
838,80419
839,79009
840,78909
841,79410
842,80812
843,84012
844,83077
845,82159
846,81105
847,81052
848,80503
849,82155
850,85542
851,89603
852,92421
853,102670
854,114355
855,126677
856,127738
857,128185
858,131125
859,130996
860,129408
861,126579
862,122856
863,118115
864,114560
865,110176
866,106558
867,104963
868,103865
869,102443
870,102496
871,100114
872,99326
873,95363
874,93244
875,91861
876,93173
877,96357
878,93482
879,93676
880,90963
881,89839
882,89315
883,89948
884,91610
885,93401
886,94300
887,93042
888,94384
889,96549
890,96632
891,96677
892,98524
893,100258
894,98121
895,96674
896,93477
897,90697
898,88225
899,86138
900,84217
901,82592
902,85459
903,89145
904,93539
905,99751
906,105132
907,111743
908,116435
909,121502
910,123895
911,125373
912,122689
913,120668
914,119735
915,116080
916,113264
917,110845
918,110482
919,108271
920,106735
921,102395
922,100374
923,100543
924,100216
925,100385
926,97688
927,94766
928,93588
929,92273
930,91196
931,90527
932,93195
933,97594
934,105231
935,107124
936,103912
937,101547
938,98530
939,93968
940,90115
941,87526
942,87499
943,86027
944,83918
945,82566
946,82115
947,83592
948,84529
949,88308
950,89642
951,92069
952,94687
953,92886
954,95807
955,101980
956,106646
957,113350
958,117273
959,120125
960,122813
961,123484
962,126044
963,125942
964,123778
965,120836
966,117116
967,112212
968,107707
969,103289
970,100265
971,98627
972,97301
973,96448
974,96127
975,96854
976,95300
977,94439
978,91368
979,87807
980,84090
981,83772
982,83279
983,81437
984,79811
985,80016
986,78679
987,77284
988,76208
989,77837
990,78809
991,78279
992,80011
993,81852
994,80724
995,83921
996,84890
997,85649
998,86284
999,85563
1000,82225
1001,83359
1002,83548
1003,83575
1004,84523
1005,89382
1006,91796
1007,97553
1008,100878
1009,103888
1010,108322
1011,115274
1012,125872
1013,137015
1014,138048
1015,130214
1016,126911
1017,121617
1018,116766
1019,112517
1020,109865
1021,106301
1022,102871
1023,100740
