Sample Index,Raw Value
0,127726
1,121979
2,116390
3,114275
4,113484
5,111835
6,112393
7,112172
8,112648
9,114001
10,112440
11,111616
12,113229
13,111527
14,109171
15,105951
16,105713
17,105737
18,104734
19,101973
20,100389
21,102829
22,103844
23,107803
24,112773
25,108325
26,106520
27,104632
28,103422
29,101710
30,101123
31,101201
32,102729
33,101448
34,99137
35,99327
36,99067
37,100185
38,100301
39,101331
40,103222
41,107661
42,113853
43,120289
44,125177
45,128578
46,131007
47,133890
48,136243
49,135452
50,134088
51,131470
52,128802
53,127466
54,122953
55,119251
56,116545
57,114893
58,113575
59,109618
60,106255
61,103919
62,102604
63,102824
64,102626
65,100840
66,98520
67,96736
68,96826
69,95707
70,93013
71,92672
72,92105
73,93882
74,95459
75,96832
76,96559
77,96024
78,96665
79,96644
80,96615
81,97023
82,98515
83,99633
84,99891
85,99658
86,99558
87,98888
88,98098
89,99171
90,97155
91,98244
92,102243
93,108202
94,115059
95,120149
96,124765
97,126901
98,129676
99,131016
100,133323
101,135720
102,137734
103,141004
104,135176
105,129743
106,123630
107,120598
108,115007
109,111455
110,108356
111,105983
112,101514
113,98046
114,94269
115,91763
116,89334
117,87945
118,85060
119,83868
120,81351
121,79701
122,77894
123,77593
124,78301
125,78020
126,77496
127,77010
128,78015
129,76121
130,75783
131,76478
132,78072
133,79936
134,83064
135,85680
136,86832
137,87865
138,86580
139,87916
140,89254
141,90017
142,91606
143,95700
144,100287
145,105456
146,110710
147,115586
148,120228
149,124231
150,127101
151,128254
152,129254
153,127085
154,126767
155,131827
156,127291
157,117118
158,108633
159,101769
160,96807
161,93887
162,92390
163,90528
164,88711
165,85881
166,83883
167,85544
168,85382
169,85146
170,85518
171,82728
172,79921
173,78229
174,77436
175,76358
176,75201
177,74865
178,75850
179,77061
180,81784
181,91024
182,99802
183,98698
184,95227
185,91006
186,87243
187,86547
188,87634
189,87909
190,87950
191,87128
192,86326
193,86481
194,88120
195,92665
196,98987
197,105833
198,112089
199,117955
200,123279
201,127445
202,128529
203,127061
204,122739
205,117096
206,113505
207,107426
208,101358
209,96407
210,95013
211,94399
212,91996
213,90221
214,89664
215,89370
216,87194
217,89185
218,89425
219,86935
220,85031
221,84976
222,83871
223,83272
224,82645
225,84917
226,86172
227,85131
228,85697
229,86623
230,87053
231,86526
232,86901
233,89650
234,89877
235,91200
236,94153
237,95466
238,95036
239,95295
240,96787
241,99053
242,98488
243,99675
244,100663
245,102707
246,106024
247,109385
248,112087
249,116934
250,120222
251,121366
252,122606
253,124820
254,121461
255,115987
256,108712
257,101987
258,98138
259,95830
260,96386
261,98907
262,97215
263,94032
264,90128
265,89534
266,87010
267,83716
268,81154
269,79523
270,77823
271,76148
272,75006
273,73384
274,72916
275,73491
276,71590
277,72683
278,72901
279,74695
280,76066
281,76910
282,76877
283,79738
284,82111
285,82764
286,83267
287,82153
288,82950
289,84325
290,85749
291,87928
292,88253
293,87152
294,86109
295,88072
296,89737
297,94149
298,99423
299,104425
300,110152
301,116543
302,121319
303,124835
304,128563
305,127720
306,127076
307,123348
308,120778
309,116334
310,114944
311,115455
312,114707
313,114127
314,112224
315,111521
316,108515
317,104526
318,102656
319,107756
320,110318
321,103510
322,98704
323,94153
324,89200
325,87606
326,84617
327,82311
328,81604
329,81159
330,80805
331,79481
332,78935
333,74620
334,74349
335,73713
336,75274
337,74649
338,79598
339,86654
340,91087
341,88806
342,84713
343,85584
344,86812
345,87870
346,87998
347,90937
348,96103
349,103489
350,111019
351,115032
352,120765
353,124978
354,130905
355,134189
356,133592
357,130103
358,125276
359,120176
360,113700
361,110851
362,106376
363,103028
364,100151
365,100220
366,99334
367,95799
368,94074
369,93206
370,92049
371,91293
372,88761
373,88667
374,87405
375,85287
376,84917
377,84246
378,85548
379,86062
380,85297
381,83903
382,83887
383,83879
384,84278
385,84031
386,84285
387,83664
388,82489
389,82808
390,83040
391,81748
392,80987
393,82557
394,84647
395,86167
396,88065
397,90355
398,95124
399,101252
400,107626
401,113934
402,120523
403,124555
404,128370
405,130228
406,129020
407,130193
408,127477
409,122291
410,116012
411,111012
412,107381
413,103727
414,99475
415,96911
416,94602
417,95137
418,97959
419,106496
420,106363
421,100132
422,98628
423,97635
424,95538
425,93112
426,92941
427,92050
428,90925
429,90500
430,90808
431,88657
432,90738
433,89961
434,89272
435,92167
436,94805
437,96857
438,97626
439,96923
440,95846
441,97039
442,96877
443,97788
444,97831
445,99496
446,101942
447,102688
448,101269
449,102757
450,106560
451,109432
452,113362
453,115049
454,115279
455,116245
456,118595
457,121053
458,120133
459,116675
460,111286
461,104634
462,101726
463,99120
464,96173
465,94493
466,93816
467,92918
468,92443
469,89800
470,91976
471,101196
472,101166
473,99441
474,93748
475,92348
476,84826
477,82244
478,80653
479,80446
480,78770
481,78560
482,79563
483,80160
484,80450
485,80037
486,80258
487,79409
488,80321
489,80978
490,81895
491,82318
492,80746
493,78949
494,78658
495,80665
496,85066
497,89282
498,93675
499,92454
500,93502
501,98987
502,104966
503,110591
504,115433
505,117128
506,117398
507,118346
508,119066
509,117371
510,113939
511,109516
512,105023
513,103276
514,99235
515,95403
516,90374
517,88034
518,87304
519,85320
520,86368
521,85123
522,82895
523,81143
524,77886
525,76231
526,74906
527,73584
528,72587
529,68746
530,67244
531,65306
532,64753
533,63301
534,63603
535,65906
536,65262
537,64992
538,65848
539,66240
540,66575
541,66959
542,68058
543,68999
544,71266
545,73895
546,77838
547,80388
548,80157
549,80628
550,84990
551,88734
552,93464
553,97985
554,102665
555,107261
556,113119
557,118132
558,124205
559,126936
560,125508
561,121539
562,117341
563,111347
564,106428
565,102827
566,99004
567,93484
568,88514
569,89019
570,87082
571,85854
572,83177
573,82084
574,82272
575,81959
576,85126
577,91626
578,89048
579,81885
580,74616
581,71639
582,70405
583,67855
584,68305
585,67974
586,68472
587,68898
588,69224
589,67775
590,67606
591,69144
592,70296
593,71420
594,73190
595,76072
596,77930
597,78245
598,78513
599,78445
600,79024
601,79644
602,81427
603,84763
604,90690
605,97493
606,104766
607,110997
608,118700
609,123800
610,127407
611,128122
612,124297
613,121334
614,117078
615,113835
616,111666
617,108867
618,104841
619,100287
620,98387
621,95008
622,94057
623,92027
624,90279
625,89326
626,90039
627,89022
628,89582
629,95808
630,96502
631,90598
632,82819
633,78803
634,72525
635,72266
636,72987
637,72269
638,72458
639,73558
640,76309
641,77695
642,78881
643,78465
644,79930
645,81466
646,85836
647,87742
648,88967
649,88730
650,88507
651,87103
652,88448
653,91051
654,97819
655,108374
656,119577
657,126059
658,130127
659,135536
660,138608
661,139808
662,137036
663,130421
664,123346
665,115057
666,107716
667,104546
668,101903
669,98165
670,93435
671,92763
672,92122
673,92660
674,89950
675,87274
676,86463
677,82138
678,80317
679,80768
680,81163
681,82567
682,83477
683,85858
684,87713
685,88070
686,87466
687,85757
688,85648
689,85603
690,85598
691,86356
692,87489
693,89084
694,88473
695,89071
696,88080
697,89896
698,90966
699,92180
700,94889
701,97240
702,98261
703,97393
704,98153
705,99429
706,103796
707,107064
708,111968
709,116025
710,119524
711,123873
712,129677
713,131684
714,130771
715,128969
716,125619
717,122252
718,117903
719,114366
720,111468
721,110963
722,108582
723,109736
724,108684
725,109096
726,106719
727,102577
728,98467
729,97655
730,96918
731,94891
732,93491
733,95622
734,99921
735,108430
736,109915
737,105508
738,101907
739,99405
740,97824
741,97032
742,96844
743,94601
744,95001
745,93004
746,88919
747,87276
748,87513
749,87867
750,89236
751,91092
752,93189
753,92587
754,90198
755,89991
756,93871
757,99402
758,104605
759,110219
760,113496
761,115733
762,118265
763,120901
764,122397
765,122813
766,121427
767,117138
768,111380
769,106713
770,104596
771,102667
772,100863
773,97795
774,96665
775,96251
776,92382
777,89116
778,85864
779,83077
780,80771
781,79289
782,75984
783,73211
784,73289
785,75133
786,76509
787,81067
788,84905
789,84641
790,79963
791,73510
792,69149
793,66410
794,66111
795,64908
796,65529
797,67536
798,67236
799,67807
800,69091
801,70467
802,73213
803,73973
804,74892
805,72646
806,73909
807,76788
808,82910
809,88318
810,95047
811,101216
812,108119
813,118004
814,127701
815,131886
816,128625
817,125942
818,122401
819,116355
820,112951
821,110779
822,106775
823,102326
824,98965
825,95923
826,93993
827,91806
828,88548
829,87707
830,85785
831,83445
832,83365
833,84789
834,85649
835,85679
836,87478
837,88567
838,87451
839,86854
840,86650
841,84214
842,83994
843,82665
844,82546
845,83324
846,82000
847,81208
848,79877
849,78830
850,78605
851,80286
852,81828
853,83530
854,82568
855,82264
856,83938
857,84721
858,88080
859,92631
860,96868
861,103055
862,107483
863,110565
864,117740
865,123519
866,127159
867,128276
868,128246
869,126134
870,122198
871,118718
872,115663
873,113415
874,112504
875,109607
876,107863
877,105400
878,100955
879,97369
880,90578
881,86266
882,83768
883,81333
884,80977
885,78811
886,77441
887,78583
888,77314
889,76612
890,75770
891,77971
892,83597
893,94362
894,99054
895,96073
896,94636
897,92039
898,89738
899,88813
900,88357
901,86756
902,87821
903,85419
904,82335
905,79901
906,81763
907,82386
908,82678
909,83082
910,83910
911,87243
912,92966
913,98991
914,105087
915,112175
916,116884
917,121712
918,124544
919,121606
920,117215
921,112218
922,106682
923,104142
924,102219
925,100615
926,100729
927,99802
928,99596
929,98287
930,97214
931,95566
932,92995
933,89469
934,88321
935,85934
936,81961
937,80349
938,79284
939,79612
940,81008
941,80423
942,80347
943,81185
944,81212
945,81648
946,82645
947,83938
948,84090
949,85534
950,86422
951,87803
952,89166
953,89427
954,88100
955,88544
956,86952
957,86186
958,88757
959,97349
960,102034
961,99141
962,97773
963,97606
964,100147
965,103071
966,106903
967,110424
968,115174
969,116345
970,116780
971,117511
972,118106
973,116490
974,112920
975,109076
976,105660
977,103478
978,99998
979,96701
980,92256
981,89635
982,87400
983,89612
984,88272
985,87811
986,89603
987,91255
988,91546
989,91768
990,93181
991,92161
992,92796
993,92033
994,89480
995,87061
996,86719
997,85838
998,85056
999,83342
1000,82586
1001,81037
1002,82332
1003,83723
1004,84564
1005,84128
1006,83170
1007,81116
1008,80867
1009,80392
1010,77304
1011,77410
1012,79464
1013,83417
1014,87910
1015,93915
1016,99668
1017,104790
1018,109217
1019,113330
