Sample Index,Raw Value
0,86853
1,87399
2,89032
3,90214
4,91691
5,91361
6,92765
7,94497
8,96187
9,96745
10,96258
11,97018
12,96120
13,103283
14,117858
15,126722
16,134923
17,139585
18,145784
19,150773
20,155469
21,158569
22,160700
23,161302
24,160127
25,160251
26,160100
27,161045
28,161738
29,161883
30,163711
31,166897
32,172162
33,176091
34,179595
35,182407
36,184839
37,187888
38,191782
39,193552
40,190811
41,187194
42,184509
43,184088
44,187375
45,190755
46,196754
47,195607
48,190821
49,188812
50,186360
51,182951
52,179617
53,176322
54,171805
55,167479
56,165024
57,163959
58,162661
59,162848
60,165048
61,165157
62,163189
63,161245
64,160426
65,159116
66,158217
67,157745
68,155956
69,154248
70,152609
71,152548
72,152680
73,153212
74,150103
75,146661
76,143012
77,142395
78,141725
79,141367
80,143075
81,145469
82,150468
83,156523
84,163277
85,170324
86,175432
87,178495
88,179818
89,184105
90,187171
91,185958
92,183259
93,178374
94,173176
95,169219
96,164757
97,161083
98,160754
99,159055
100,157177
101,156353
102,153615
103,152803
104,149762
105,147669
106,145717
107,144852
108,145591
109,145376
110,145290
111,144874
112,145172
113,145898
114,147127
115,149120
116,145722
117,139894
118,138138
119,137260
120,137079
121,140466
122,141810
123,143910
124,150270
125,159224
126,161167
127,158735
128,159513
129,159492
130,159281
131,160704
132,159931
133,161224
134,164880
135,167659
136,171769
137,174353
138,177620
139,178928
140,181059
141,183136
142,185195
143,184773
144,181446
145,176585
146,173262
147,173040
148,171164
149,168652
150,164012
151,161131
152,159865
153,159047
154,157676
155,153374
156,154061
157,154994
158,155494
159,154068
160,155245
161,154662
162,155241
163,155775
164,156997
165,155116
166,155265
167,157152
168,154779
169,155139
170,155029
171,157954
172,158768
173,159594
174,157817
175,158128
176,158072
177,157216
178,156241
179,155138
180,153212
181,151610
182,149729
183,151431
184,155339
185,160501
186,164911
187,169859
188,175555
189,182149
190,186647
191,188371
192,190410
193,190410
194,187122
195,180808
196,173536
197,169252
198,166196
199,164322
200,162610
201,159682
202,159501
203,161224
204,164299
205,161765
206,159550
207,156835
208,156743
209,154999
210,152643
211,150178
212,147387
213,146995
214,147466
215,143744
216,140492
217,140278
218,138125
219,137486
220,136079
221,136476
222,138055
223,141680
224,142954
225,143406
226,144046
227,144271
228,144891
229,143236
230,141709
231,139729
232,138219
233,136381
234,137177
235,139779
236,144237
237,149283
238,154076
239,159436
240,163703
241,166477
242,172262
243,171911
244,168146
245,162203
246,158039
247,151418
248,147977
249,146912
250,146096
251,143171
252,139686
253,138840
254,137841
255,135408
256,140880
257,147340
258,144278
259,142065
260,138167
261,134905
262,135225
263,134755
264,133921
265,136028
266,136517
267,134308
268,133456
269,134427
270,134075
271,133256
272,130888
273,130948
274,127896
275,127879
276,124735
277,124295
278,123371
279,123402
280,125188
281,129462
