Sample Index,Raw Value
0,61879
1,58013
2,53732
3,48414
4,47473
5,60582
6,69205
7,76247
8,83079
9,88459
10,91642
11,94689
12,94134
13,91458
14,92059
15,93654
16,93815
17,94238
18,94563
19,96211
20,95963
21,97866
22,100342
23,102660
24,104391
25,104727
26,104852
27,105808
28,105864
29,106187
30,107762
31,107614
32,108893
33,107998
34,110056
35,113347
36,118186
37,129578
38,136091
39,138260
40,141560
41,143050
42,144844
43,147264
44,148940
45,148965
46,147064
47,143124
48,138948
49,133903
50,129602
51,124843
52,121697
53,118327
54,115832
55,114060
56,112634
57,110920
58,109903
59,108540
60,106557
61,104453
62,103058
63,100079
64,98787
65,96533
66,95775
67,93774
68,89875
69,89977
70,91840
71,92422
72,90984
73,92624
74,90120
75,87723
76,83041
77,81357
78,80621
79,78106
80,77614
81,77719
82,76543
83,73760
84,73865
85,73824
86,76629
87,77590
88,78511
89,83158
90,92332
91,102104
92,111202
93,120070
94,124207
95,129632
96,132326
97,132784
98,130239
99,126378
100,121043
101,113111
102,108901
103,104140
104,102614
105,98110
106,92540
107,89480
108,88668
109,89236
110,86497
111,84954
112,82885
113,82201
114,84903
115,89487
116,96839
117,103712
118,98670
119,97042
120,93616
121,91017
122,90523
123,89316
124,87331
125,87897
126,86282
127,85707
128,86180
129,86877
130,87774
131,85815
132,85186
133,85144
134,84387
135,85879
136,86469
137,88885
138,90366
139,96018
140,107786
141,114656
142,116946
143,117175
144,116796
145,114560
146,116797
147,118741
148,119536
149,119013
150,116475
151,114958
152,112606
153,111659
154,110126
155,106744
156,104214
157,102405
158,100075
159,96757
160,94946
161,94704
162,93079
163,91453
164,90962
165,90588
166,91170
167,90091
168,90366
169,90140
170,93337
171,94351
172,93953
173,94356
174,94701
175,94813
176,93869
177,93313
178,93331
179,93350
180,93274
181,94772
182,95317
183,94515
184,94607
185,93325
186,92920
187,91121
188,90673
189,89092
190,86060
191,86268
192,89762
193,95110
194,104350
195,116528
196,127958
197,133347
198,136912
199,138489
200,135660
201,131752
202,127338
203,121250
204,113622
205,108056
206,103063
207,99276
208,96778
209,92776
210,91087
211,90597
212,89306
213,88111
214,87233
215,86277
216,82518
217,82552
218,83388
219,85330
220,84921
221,84140
222,83859
223,81377
224,80027
225,78475
226,75878
227,75790
228,75120
229,75354
230,73632
231,71284
232,72635
233,76237
234,79536
235,81004
236,84167
237,89429
238,90662
239,90233
240,89971
241,91579
242,92866
243,97733
244,101126
245,104241
246,107884
247,111926
248,118266
249,123410
250,126038
251,126832
252,123351
253,118274
254,114851
255,112704
256,110812
257,109149
258,107273
259,105012
260,104648
261,101890
262,99849
263,99552
264,93276
265,93528
266,91743
267,95775
268,103182
269,101222
270,94115
271,88069
272,83614
273,82316
274,87477
275,95798
276,91989
277,89140
278,89566
279,88164
280,87575
281,84186
282,84563
283,84992
284,86508
285,86534
286,84493
287,83167
288,81535
289,80142
290,78204
291,77620
292,76154
293,78096
294,84536
295,91618
296,98201
297,105547
298,112075
299,117682
300,123611
301,128093
302,127332
303,124510
304,120627
305,117539
306,113326
307,109683
308,107592
309,106985
310,105931
311,102800
312,100213
313,98944
314,98541
315,95535
316,92967
317,89815
318,85730
319,83576
320,84268
321,85653
322,86289
323,84052
324,82364
325,81232
326,81766
327,80049
328,76961
329,76379
330,76089
331,77126
332,77355
333,78152
334,77874
335,79766
336,79124
337,79119
338,80693
339,79831
340,78752
341,78085
342,76307
343,75882
344,77805
345,80025
346,87275
347,92148
348,97794
349,102871
350,105849
351,111606
352,118214
353,125650
354,129513
355,126443
356,123148
357,116796
358,110774
359,106085
