Sample Index,Raw Value
0,151874
1,156841
2,162204
3,166307
4,170434
5,173912
6,175747
7,174984
8,171942
9,167003
10,161690
11,155538
12,151266
13,146723
14,144516
15,143342
16,141268
17,141089
18,140894
19,141190
20,140762
21,138954
22,137957
23,135551
24,134850
25,134200
26,134885
27,136613
28,136259
29,135303
30,134978
31,133074
32,130949
33,130676
34,129504
35,131565
36,132880
37,134236
38,135714
39,137085
40,139950
41,141808
42,142532
43,143662
44,143936
45,141255
46,137297
47,135617
48,136062
49,135697
50,138543
51,143724
52,148562
53,154106
54,158975
55,162544
56,164557
57,166499
58,165616
59,163778
60,159968
61,158133
62,158395
63,159999
64,162193
65,160474
66,155877
67,152541
68,150639
69,145913
70,141250
71,139246
72,139004
73,138538
74,136482
75,135879
76,134954
77,132898
78,131588
79,129441
80,130151
81,127690
82,127485
83,128615
84,129068
85,129273
86,130607
87,133038
88,134355
89,136777
90,134734
91,134832
92,136081
93,136731
94,134560
95,135127
96,135827
97,134186
98,134336
99,134394
100,137083
101,140397
102,146813
103,153035
104,159684
105,166780
106,171713
107,175519
108,177474
109,177981
110,175808
111,171589
112,168042
113,164180
114,159547
115,153868
116,156622
117,160806
118,155296
119,146524
120,139406
121,132310
122,129529
123,127615
124,123927
125,121601
126,121512
127,123134
128,124747
129,124288
130,123869
131,124854
132,126034
133,127416
134,130119
135,131548
136,129371
137,128316
138,126341
139,125198
140,125289
141,126830
142,131556
143,143075
144,150066
145,148261
146,148102
147,144671
148,142308
149,139166
150,135437
151,134542
152,135823
153,139606
154,144581
155,149068
156,153791
157,157175
158,159713
159,162772
160,163433
161,160799
162,158717
163,155466
164,152041
165,147620
166,146754
167,145980
168,142249
169,140255
170,140618
171,140695
172,141275
173,141615
174,142379
175,141774
176,141036
177,141007
178,142909
179,143474
180,143425
181,142504
182,141300
183,138839
184,138040
185,138261
186,136655
187,137022
188,136046
189,132360
190,129416
191,126436
192,124346
193,123727
194,125009
195,123346
196,122566
197,125541
198,128399
199,130674
200,131457
201,131384
202,131762
203,133644
204,139532
205,145359
206,150750
207,154456
208,158023
209,160196
210,162392
211,161537
212,156914
213,150186
214,145454
215,139571
216,133194
217,131121
218,127110
219,126029
220,124956
221,126192
222,133028
223,135174
224,134117
225,132908
226,127548
227,123058
228,120501
229,119119
230,117560
231,116424
232,114698
233,114206
234,113068
235,113161
236,112402
237,111994
238,112515
239,112261
240,111218
241,112664
242,113711
243,115235
244,113877
245,114571
246,117324
247,119833
248,122588
249,123070
250,122259
251,122832
252,125085
253,126345
254,129011
255,133851
256,140623
257,145892
258,150104
259,154167
260,158336
261,161798
262,165256
263,163195
264,159579
265,154785
266,149884
267,147784
268,143703
269,141911
270,140113
271,138601
272,138013
273,133843
274,137765
275,142639
276,139971
277,133837
278,129035
279,125538
280,124309
281,124485
282,123334
283,122660
284,121461
285,122809
286,125502
287,127918
288,129910
289,130359
290,129713
291,127543
292,126305
293,121397
294,121818
295,124131
296,126768
297,128816
298,126792
299,127286
300,131284
301,140816
302,145235
303,142921
304,143120
305,144136
306,149160
307,155402
308,162382
309,168530
310,175749
311,181281
312,183074
313,183875
314,183797
315,183188
316,181398
317,178415
318,173574
319,170275
320,165020
321,163582
322,161152
323,158708
324,157641
325,154959
326,155785
327,155210
328,150345
329,147910
330,145146
331,142467
332,140855
333,137956
334,135857
335,136072
336,135532
337,136299
338,139663
339,138687
340,142026
341,141158
342,137691
343,135775
344,135197
345,136657
346,136400
347,138058
348,138742
349,137285
350,139600
351,139470
352,140215
353,141955
354,142425
355,144068
356,144707
357,147963
358,152767
359,159141
360,164032
361,169396
362,173931
363,176023
364,175121
365,174794
366,171982
367,164787
368,161004
369,155292
370,150089
371,147303
372,143667
373,138333
374,134689
375,132590
376,129162
377,128356
378,131050
379,134532
380,141731
381,143971
382,139513
383,137191
384,134578
385,130198
386,128218
387,124605
388,124117
389,123801
390,124560
391,124406
392,124314
393,123832
394,120555
395,118813
396,118036
397,118896
398,122921
399,125343
400,125425
401,124020
402,124714
403,124520
404,125216
405,122710
406,124130
407,126156
408,128199
409,131986
410,135874
411,142188
412,148364
413,152456
414,155994
415,158858
416,159299
417,154154
418,148840
419,143023
420,138678
421,133782
422,129263
423,127317
424,125178
425,122404
426,120897
427,121567
428,120895
429,123738
430,122569
431,121556
432,122842
433,122786
434,120990
435,119687
436,118972
437,119405
438,120942
439,122428
440,124627
441,125749
442,125401
443,125592
444,126174
445,124796
446,123257
447,123194
448,123138
449,121875
450,124074
451,126837
452,134085
453,139345
454,136660
455,132559
456,127756
457,124244
458,127610
459,136694
460,141875
461,139924
462,143264
463,150738
464,156717
465,159255
466,159575
467,159461
468,158690
469,154780
470,151177
471,146900
472,142938
473,138396
474,135960
475,133131
476,129219
477,127268
478,127692
479,125706
480,124524
481,121057
482,119768
483,118826
484,121514
485,123577
486,124851
487,127263
488,127352
489,128542
490,129980
491,130981
492,130363
493,131462
494,130013
495,128774
496,126156
497,123987
498,122474
499,122273
500,122775
501,123038
502,124666
503,124089
504,121519
505,119407
506,118813
507,117422
508,114928
509,115234
510,117709
511,122741
512,129643
513,135325
514,138816
515,143060
516,145867
517,147642
518,149819
519,147894
520,148338
521,145624
522,140864
523,136718
524,135095
525,132700
526,133083
527,131653
528,131193
529,133097
530,131339
531,128965
532,125528
533,124788
534,122038
535,120505
536,119556
537,121846
538,127096
539,130969
540,125552
541,122489
542,122009
543,120557
544,116299
545,113603
546,111308
547,110488
548,111828
549,111380
550,113374
551,113940
552,113278
553,114431
554,116639
555,118430
556,118718
557,119612
558,120946
559,122941
560,126556
561,128591
562,133964
563,140449
564,147407
565,154423
566,157934
567,162869
568,165524
569,167302
570,167393
571,162699
572,157198
573,150735
574,145705
575,139417
576,135941
577,133922
578,130016
579,127420
580,125649
581,125594
582,125555
583,126249
584,126489
585,126618
586,126673
587,124136
588,124322
589,122455
590,127214
591,132857
592,131552
593,126905
594,122192
595,118343
596,116143
597,115190
598,113164
599,111647
600,111514
601,114046
602,112254
603,111954
604,112346
605,112802
606,113111
607,110721
608,110727
609,111281
610,112900
611,115380
612,120428
613,125849
614,131104
615,137120
616,145593
617,157565
618,166355
619,165966
620,165763
621,161997
622,158974
623,155542
624,151890
625,148041
626,144331
627,140278
628,137770
629,135731
630,134436
631,132053
632,126408
633,122839
634,120871
635,120835
636,119658
637,118903
638,118034
639,116680
640,116551
641,115588
642,115801
643,114135
644,114062
645,114762
646,115306
647,115029
648,114786
649,114504
650,114176
651,114753
652,117399
653,116500
654,114112
655,113208
656,113792
657,112105
658,115299
659,116654
660,116538
661,118912
662,122209
663,126150
664,132622
665,140561
666,147101
667,155437
668,159799
669,163985
670,170610
671,175037
672,177138
673,177245
674,172573
675,168158
676,163334
677,159391
678,156544
679,153203
680,151660
681,148558
682,145210
683,140804
684,140696
685,139090
686,135891
687,132302
688,126268
689,122486
690,119610
691,116711
692,116825
693,115551
694,113021
695,114747
696,120007
697,127302
698,125258
699,123767
700,121673
701,122688
702,121214
703,119878
704,117873
705,118704
706,116901
707,115541
708,115377
709,114245
710,113043
711,114062
712,115509
713,116989
714,120422
715,124836
716,131637
717,140241
718,149488
719,155540
